Uberstrain	Name	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Lab Contact	PCR Ribotype	Comment	Bio Project ID	Project	Sample	Secondary Sample	Date Entered	Release Date	Barcode	Status	Coverage	N50	Length	Species	Contig Number	No. N's	Assembly Barcode	Version
CLO_AA7598AA	ST11	SRR5410484;ILLUMINA;Paired;;SRX2702599;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675547	SRS2096615	2017-04-06	2017-04-04	CLO_AA7598AA	Assembled	52	163925	4009256	Clostridioides difficile;100.0%	83	12921	CLO_BA2305AA_AS	3.61
CLO_AA7599AA	ST11	SRR5410483;ILLUMINA;Paired;;SRX2702598;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675548	SRS2096614	2017-04-06	2017-04-04	CLO_AA7599AA	Assembled	78	188907	3984824	Clostridioides difficile;100.0%	81	9789	CLO_BA2454AA_AS	3.61
CLO_AA7600AA	ST11	SRR5410482;ILLUMINA;Paired;;SRX2702597;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675549	SRS2096613	2017-04-06	2017-04-04	CLO_AA7600AA	Assembled	61	251895	3942844	Clostridioides difficile;100.0%	63	7916	CLO_BA2715AA_AS	3.61
CLO_AA7601AA	ST11	SRR5410481;ILLUMINA;Paired;;SRX2702596;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675550	SRS2096612	2017-04-06	2017-04-04	CLO_AA7601AA	Assembled	73	163820	3959723	Clostridioides difficile;100.0%	82	11936	CLO_BA2714AA_AS	3.61
CLO_AA7602AA	ST11	SRR5410480;ILLUMINA;Paired;;SRX2702595;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675551	SRS2096611	2017-04-06	2017-04-04	CLO_AA7602AA	Assembled	91	188907	3949199	Clostridioides difficile;100.0%	82	8476	CLO_BA2713AA_AS	3.61
CLO_AA7603AA	ST11	SRR5410479;ILLUMINA;Paired;;SRX2702594;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675552	SRS2096610	2017-04-06	2017-04-04	CLO_AA7603AA	Assembled	69	188604	4000930	Clostridioides difficile;99.04%	79	10550	CLO_BA2712AA_AS	3.61
CLO_AA7604AA	ST11	SRR5410478;ILLUMINA;Paired;;SRX2702593;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675553	SRS2096609	2017-04-06	2017-04-04	CLO_AA7604AA	Assembled	76	206548	3999418	Clostridioides difficile;99.07%	80	10670	CLO_BA2711AA_AS	3.61
CLO_AA7605AA	ST11	SRR5410477;ILLUMINA;Paired;;SRX2702592;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675554	SRS2096608	2017-04-06	2017-04-04	CLO_AA7605AA	Assembled	79	180775	3998772	Clostridioides difficile;98.85%	72	6454	CLO_BA2710AA_AS	3.61
CLO_AA7606AA	ST11	SRR5410476;ILLUMINA;Paired;;SRX2702591;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675555	SRS2096607	2017-04-06	2017-04-04	CLO_AA7606AA	Assembled	66	164460	3947759	Clostridioides difficile;100.0%	75	9541	CLO_BA2709AA_AS	3.61
CLO_AA7607AA	ST11	SRR5410475;ILLUMINA;Paired;;SRX2702590;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675556	SRS2096606	2017-04-06	2017-04-04	CLO_AA7607AA	Assembled	63	253818	3944372	Clostridioides difficile;100.0%	71	10258	CLO_BA2708AA_AS	3.61
CLO_AA7608AA	ST11	SRR5410474;ILLUMINA;Paired;;SRX2702589;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675557	SRS2096605	2017-04-06	2017-04-04	CLO_AA7608AA	Assembled	75	188949	3912286	Clostridioides difficile;100.0%	65	8130	CLO_BA2707AA_AS	3.61
CLO_AA7609AA	ST11	SRR5410473;ILLUMINA;Paired;;SRX2702588;SRA	Human	Human	Homo sapiens; Faecal	2014	4	24		Europe	United Kingdom	Scotland				55.86	-4.25	University of Glasgow	78		PRJNA381384	SRP102966	SAMN06675558	SRS2096604	2017-04-06	2017-04-04	CLO_AA7609AA	Assembled	55	164228	4039349	Clostridioides difficile;97.19%	79	11878	CLO_BA2706AA_AS	3.61
CLO_AA7622AA	CD-17-00154	traces-0pMIchc;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2014				Europe	Spain							Leibniz Institute DSMZ	78						2017-04-20	2018-01-01	CLO_AA7622AA	Assembled	81	152906	4051964	Clostridioides difficile;100.0%	97	3454	CLO_BA2950AA_AS	3.61
CLO_AA7637AA	CD-17-00641	traces-0WkSugp;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	78						2017-04-20	2018-01-01	CLO_AA7637AA	Assembled	55	139075	3994045	Clostridioides difficile;98.4%	100	4551	CLO_BA2919AA_AS	3.61
CLO_AA7642AA	CD-17-00646	traces-0jlPZuM;ILLUMINA;Paired;;NA;Uploaded	Human	Human	Homo sapiens	2016				Europe	Spain							Leibniz Institute DSMZ	78						2017-04-20	2018-01-01	CLO_AA7642AA	Assembled	30	86943	4102129	Clostridioides difficile;92.05%	88	14906	CLO_BA2924AA_AS	3.61
CLO_AA7674AA	10521_S70	ERR1910472;ILLUMINA;Paired;250;ERX1970952;SRA	Human	Human		1994				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103956000	ERS1645168	2017-04-27	2017-04-26	CLO_AA7674AA	Assembled	34	99214	3881475	Clostridioides difficile;100.0%	133	32485	CLO_BA2974AA_AS	3.61
CLO_AA7675AA	10521_S69	ERR1910471;ILLUMINA;Paired;250;ERX1970951;SRA	Human	Human		1998				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955999	ERS1645167	2017-04-27	2017-04-26	CLO_AA7675AA	Assembled	24	68467	3996910	Clostridioides difficile;98.91%	150	57977	CLO_BA2973AA_AS	3.61
CLO_AA7676AA	10521_S66	ERR1910470;ILLUMINA;Paired;250;ERX1970950;SRA	Human	Human		1997				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955998	ERS1645166	2017-04-27	2017-04-26	CLO_AA7676AA	Assembled	31	33763	3869275	Clostridioides difficile;99.63%	239	74710	CLO_BA2972AA_AS	3.61
CLO_AA7677AA	10521_S65	ERR1910469;ILLUMINA;Paired;250;ERX1970949;SRA	Human	Human		1997				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955997	ERS1645165	2017-04-27	2017-04-26	CLO_AA7677AA	Assembled	30	91210	3952013	Clostridioides difficile;100.0%	143	35295	CLO_BA2971AA_AS	3.61
CLO_AA7678AA	10156_S77	ERR1910468;ILLUMINA;Paired;250;ERX1970948;SRA	Human	Human		1997				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955996	ERS1645164	2017-04-27	2017-04-26	CLO_AA7678AA	Assembled	33	45457	3942205	Clostridioides difficile;99.2%	214	53511	CLO_BA2970AA_AS	3.61
CLO_AA7679AA	10156_S76	ERR1910467;ILLUMINA;Paired;250;ERX1970947;SRA	Human	Human		1997				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955995	ERS1645163	2017-04-27	2017-04-26	CLO_AA7679AA	Assembled	28	40611	3941714	Clostridioides difficile;100.0%	228	66284	CLO_BA2969AA_AS	3.61
CLO_AA7680AA	10156_S75	ERR1910466;ILLUMINA;Paired;250;ERX1970946;SRA	Human	Human		1996				Europe	United Kingdom	Cardiff						Wellcome Trust Sanger Institute	78		PRJEB20216	ERP022354	SAMEA103955994	ERS1645162	2017-04-27	2017-04-26	CLO_AA7680AA	Assembled	27	57362	4064267	Clostridioides difficile;100.0%	191	69294	CLO_BA2968AA_AS	3.61
CLO_AA7852AA	a12	SRR6042361;ILLUMINA;Paired;;SRX3190040;SRA	Human	Human	Homo sapiens; stool	2010				North America	United States	Missouri	Saint Louis County					The Genome Institute at Washington University School of Medicine	78		PRJNA350702	SRP116914	SAMN07647584	SRS2517411	2017-09-16	2017-09-15	CLO_AA7852AA	Assembled	141	133998	4093494	Clostridioides difficile;95.07%	128	3252	CLO_BA3370AA_AS	3.61
CLO_AA8019AA	17.8102130	traces-0QWAiso;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2017				Europe	United Kingdom	Scotland						SSSCDRL	78						2018-01-15	2018-07-20	CLO_AA8019AA	Assembled	67	124210	4016870	Clostridioides difficile;100.0%	340	39916	CLO_BA3687AA_AS	3.61
CLO_AA8020AA	17.8102131	traces-0xLcnVU;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2017				Europe	United Kingdom	Scotland						SSSCDRL	78						2018-01-15	2018-07-20	CLO_AA8020AA	Assembled	62	107281	3980203	Clostridioides difficile;100.0%	270	36922	CLO_BA3688AA_AS	3.61
CLO_AA8021AA	17.8102075	traces-0YlvxMc;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2017				Europe	United Kingdom	Scotland						SSSCDRL	78						2018-01-15	2018-07-20	CLO_AA8021AA	Assembled	59	128634	3995510	Clostridioides difficile;100.0%	296	43624	CLO_BA3689AA_AS	3.61
CLO_AA8989AA	SMG-19-11	traces-0IjiQno;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2018				Europe	United Kingdom	Scotland						SSSCDRL	78						2019-01-14	2019-07-19	CLO_AA8989AA	Assembled	104	47368	3920924	Clostridioides difficile;100.0%	188	81407	CLO_BA7602AA_AS	4
CLO_AA8990AA	SMG-19-16	traces-0jjsNVD;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2018				Europe	United Kingdom	Scotland						SSSCDRL	78						2019-01-14	2019-07-19	CLO_AA8990AA	Assembled	138	63940	3931221	Clostridioides difficile;99.45%	157	70907	CLO_BA7603AA_AS	4
CLO_AA9432AA	MMMOSAM:196696b4-e630-41e9-bb94-c4f43a4c5cb0	SRR7309155;ILLUMINA;Paired;;SRX4211596;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	6		Europe	Italy							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406838	SRS3414337	2019-02-05	2018-06-13	CLO_AA9432AA	Assembled	94	134040	3935576	Clostridioides difficile;99.26%	76	55787	CLO_BA9501AA_AS	4
CLO_AA9448AA	MMMOSAM:cc8c1189-f7be-4664-b6c8-dbe6818e0579	SRR7309171;ILLUMINA;Paired;;SRX4211580;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	9		Europe	Portugal							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406403	SRS3414321	2019-02-05	2018-06-13	CLO_AA9448AA	Assembled	90	82138	3907330	Clostridioides difficile;99.67%	118	51136	CLO_BA9485AA_AS	4
CLO_AA9505AA	MMMOSAM:439b2836-2bfc-4cb4-b5f2-96a1a9bbf9b4	SRR7309228;ILLUMINA;Paired;;SRX4211523;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	14		Europe	Italy							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406731	SRS3414265	2019-02-05	2018-06-13	CLO_AA9505AA	Assembled	154	96496	4034593	Clostridioides difficile;99.62%	104	20532	CLO_BA9428AA_AS	4
CLO_AA9541AA	MMMOSAM:233181a9-a2f7-4137-aa9b-38a8c86052dd	SRR7308895;ILLUMINA;Paired;;SRX4211487;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	8		Europe	Germany							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406810	SRS3414229	2019-02-05	2018-06-13	CLO_AA9541AA	Assembled	260	141114	3986711	Clostridioides difficile;97.19%	82	38052	CLO_BA9392AA_AS	4
CLO_AA9558AA	MMMOSAM:c6755f7e-697c-422a-ab7f-b23689f3d00b	SRR7308912;ILLUMINA;Paired;;SRX4211470;SRA	Human	Human	Homo sapiens; clinical sample	2013	1	6		Europe	Ireland							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406417	SRS3414208	2019-02-05	2018-06-13	CLO_AA9558AA	Assembled	88	32418	3913507	Clostridioides difficile;99.04%	251	94219	CLO_BA9375AA_AS	4
CLO_AA9566AA	MMMOSAM:7cbad540-efbb-4158-9227-5641bc9194ea	SRR7308920;ILLUMINA;Paired;;SRX4211462;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	9		Europe	Spain							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406599	SRS3414203	2019-02-05	2018-06-13	CLO_AA9566AA	Assembled	164	25438	3873698	Clostridioides difficile;99.26%	309	167100	CLO_BA9367AA_AS	4
CLO_AA9592AA	MMMOSAM:5d671d6a-f37b-4935-8b7c-630e3578b9af	SRR7308946;ILLUMINA;Paired;;SRX4211436;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	3		Europe	Germany							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406675	SRS3414177	2019-02-05	2018-06-13	CLO_AA9592AA	Assembled	241	133797	4143804	Clostridioides difficile;96.54%	98	80863	CLO_BA9341AA_AS	4
CLO_AA9705AA	MMMOSAM:66108826-7a8c-4f03-8da1-3b6cd3cde48e	SRR7309059;ILLUMINA;Paired;;SRX4211323;SRA	Human	Human	Homo sapiens; clinical sample	2013	8	5		Europe	United Kingdom							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406656	SRS3414065	2019-02-05	2018-06-13	CLO_AA9705AA	Assembled	264	141831	4094315	Clostridioides difficile;99.4%	76	27683	CLO_BA9228AA_AS	4
CLO_AA9744AA	MMMOSAM:98e35058-46f3-4363-b7ef-2e16889a1229	SRR7309098;ILLUMINA;Paired;;SRX4211284;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	1		Europe	Italy							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406529	SRS3414025	2019-02-05	2018-06-13	CLO_AA9744AA	Assembled	60	128297	4032059	Clostridioides difficile;98.11%	91	99007	CLO_BA9189AA_AS	4
CLO_AA9914AA	MMMOSAM:4097a98a-3bbf-42a1-8d1b-0734ef75bcc2	SRR7308758;ILLUMINA;Paired;;SRX4211114;SRA	Human	Human	Homo sapiens; clinical sample	2013	8	5		Europe	Ireland							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406740	SRS3413855	2019-02-05	2018-06-13	CLO_AA9914AA	Assembled	140	26085	4065384	Clostridioides difficile;98.94%	287	150143	CLO_BA9019AA_AS	4
CLO_AA9978AA	MMMOSAM:2ef7a248-d9c9-4df1-9560-242bf3676f5d	SRR7308822;ILLUMINA;Paired;;SRX4211050;SRA	Human	Human	Homo sapiens; clinical sample	2013	7	8		Europe	Italy							University of Oxford	78		PRJNA398458	SRP150433	SAMN09406778	SRS3413794	2019-02-05	2018-06-13	CLO_AA9978AA	Assembled	81	134081	3992496	Clostridioides difficile;99.23%	81	26221	CLO_BA8955AA_AS	4
CLO_BA6963AA	CD-19-00090, 10-00328	traces-0RNMjBu;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2010				Europe	Germany							Leibniz Institute DSMZ	78						2019-02-07	2019-02-07	CLO_BA6963AA	Assembled	80	141246	3901710	Clostridioides difficile;97.54%	105	18950	CLO_CA6369AA_AS	4
CLO_BA6967AA	10-00235	traces-0uSqibc;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2010				Europe	Germany							Leibniz Institute DSMZ	78						2019-02-07	2019-02-07	CLO_BA6967AA	Assembled	140	159982	4172522	Clostridioides difficile;97.64%	113	10498	CLO_CA6373AA_AS	4
CLO_BA6973AA	10-00280	traces-0FVxILR;ILLUMINA;Paired;;NA;Uploaded	Human	Human		2010				Europe	Germany							Leibniz Institute DSMZ	78						2019-02-07	2019-02-07	CLO_BA6973AA	Assembled	136	141187	4130228	Clostridioides difficile;95.08%	108	8675	CLO_CA6379AA_AS	4
CLO_BA8369AA	IB137 (025S)	ERR2232522;ILLUMINA;Paired;360;ERX2285829;SRA	Human	Human	Homo sapiens	2015				Europe	Netherlands							Wageningen University	78		PRJEB24167	ERP105976	SAMEA104451089	ERS2069031	2019-11-18	2019-11-17	CLO_BA8369AA	Assembled	1023	162936	3921749	Clostridioides difficile;100.0%	56	7294	CLO_DA4914AA_AS	4.1
CLO_BA9482AA	CD-15-01039	ERR3473846;ILLUMINA;Paired;115;ERX3495488;SRA	Human	Human	Homo sapiens; stool sample					Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33866	ERP116697	SAMEA5849354	ERS3637883	2020-02-03	2020-01-31	CLO_BA9482AA	Assembled	69	119908	4046012	Clostridioides difficile;96.82%	72	76746	CLO_DA8065AA_AS	4.1
CLO_BA9546AA	CD-16-00515	ERR3473782;ILLUMINA;Paired;150;ERX3495424;SRA	Human	Human	Homo sapiens; stool sample	2009				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33868	ERP116699	SAMEA5849457	ERS3637986	2020-02-03	2020-01-31	CLO_BA9546AA	Assembled	133	135757	4008721	Clostridioides difficile;100.0%	73	9291	CLO_DA8001AA_AS	4.1
CLO_BA9566AA	CD-16-00522	ERR3473762;ILLUMINA;Paired;100;ERX3495404;SRA	Human	Human	Homo sapiens; stool sample	2009				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33868	ERP116699	SAMEA5849461	ERS3637990	2020-02-03	2020-01-31	CLO_BA9566AA	Assembled	189	152818	3929437	Clostridioides difficile;97.56%	68	8197	CLO_DA7981AA_AS	4.1
CLO_BA9582AA	CD-16-00433	ERR3473746;ILLUMINA;Paired;115;ERX3495388;SRA	Human	Human	Homo sapiens; stool sample	2009				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33868	ERP116699	SAMEA5849432	ERS3637961	2020-02-03	2020-01-31	CLO_BA9582AA	Assembled	99	140602	4122789	Clostridioides difficile;96.0%	76	38232	CLO_DA7965AA_AS	4.1
CLO_BA9583AA	CD-18-00360	ERR3465812;ILLUMINA;Paired;150;ERX3487490;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846677	ERS3635209	2020-02-03	2020-01-31	CLO_BA9583AA	Assembled	113	108950	3874114	Clostridioides difficile;98.36%	90	32683	CLO_DA7964AA_AS	4.1
CLO_BA9584AA	CD-18-00450	ERR3465811;ILLUMINA;Paired;150;ERX3487489;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846626	ERS3635159	2020-02-03	2020-01-31	CLO_BA9584AA	Assembled	153	140869	3975411	Clostridioides difficile;92.86%	83	79236	CLO_DA7963AA_AS	4.1
CLO_BA9586AA	CD-18-00561	ERR3465809;ILLUMINA;Paired;150;ERX3487487;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846545	ERS3635078	2020-02-03	2020-01-31	CLO_BA9586AA	Assembled	127	133758	3969761	Clostridioides difficile;96.08%	72	49389	CLO_DA7961AA_AS	4.1
CLO_BA9588AA	CD-18-00430	ERR3465807;ILLUMINA;Paired;150;ERX3487485;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846646	ERS3635179	2020-02-03	2020-01-31	CLO_BA9588AA	Assembled	84	125682	3999028	Clostridioides difficile;98.28%	81	52497	CLO_DA7959AA_AS	4.1
CLO_BA9593AA	CD-18-00562	ERR3465802;ILLUMINA;Paired;150;ERX3487480;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846544	ERS3635077	2020-02-03	2020-01-31	CLO_BA9593AA	Assembled	129	108942	3971198	Clostridioides difficile;95.0%	83	52177	CLO_DA7954AA_AS	4.1
CLO_BA9594AA	CD-18-00420	ERR3465801;ILLUMINA;Paired;150;ERX3487479;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846656	ERS3635189	2020-02-03	2020-01-31	CLO_BA9594AA	Assembled	252	127680	4060984	Clostridioides difficile;92.73%	89	50289	CLO_DA7953AA_AS	4.1
CLO_BA9595AA	CD-18-00432	ERR3465800;ILLUMINA;Paired;150;ERX3487478;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846644	ERS3635177	2020-02-03	2020-01-31	CLO_BA9595AA	Assembled	127	128368	3996221	Clostridioides difficile;98.18%	87	46251	CLO_DA7952AA_AS	4.1
CLO_BA9596AA	CD-18-00361	ERR3465799;ILLUMINA;Paired;150;ERX3487477;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846676	ERS3635208	2020-02-03	2020-01-31	CLO_BA9596AA	Assembled	116	125994	3872344	Clostridioides difficile;98.28%	82	30175	CLO_DA7951AA_AS	4.1
CLO_BA9597AA	CD-18-00424	ERR3465798;ILLUMINA;Paired;150;ERX3487476;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846652	ERS3635185	2020-02-03	2020-01-31	CLO_BA9597AA	Assembled	112	120010	4070758	Clostridioides difficile;96.67%	88	51349	CLO_DA7950AA_AS	4.1
CLO_BA9598AA	CD-18-00423	ERR3465797;ILLUMINA;Paired;150;ERX3487475;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846653	ERS3635186	2020-02-03	2020-01-31	CLO_BA9598AA	Assembled	89	110762	4069574	Clostridioides difficile;95.59%	93	111237	CLO_DA7949AA_AS	4.1
CLO_BA9599AA	CD-18-00530	ERR3465796;ILLUMINA;Paired;150;ERX3487474;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846557	ERS3635090	2020-02-03	2020-01-31	CLO_BA9599AA	Assembled	83	120006	4021348	Clostridioides difficile;98.22%	76	10331	CLO_DA7948AA_AS	4.1
CLO_BA9601AA	CD-18-00422	ERR3465794;ILLUMINA;Paired;150;ERX3487472;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846654	ERS3635187	2020-02-03	2020-01-31	CLO_BA9601AA	Assembled	120	120006	4067556	Clostridioides difficile;94.64%	75	51109	CLO_DA7946AA_AS	4.1
CLO_BA9602AA	CD-18-00315	ERR3465793;ILLUMINA;Paired;150;ERX3487471;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846719	ERS3635251	2020-02-03	2020-01-31	CLO_BA9602AA	Assembled	122	134061	3951671	Clostridioides difficile;100.0%	76	10214	CLO_DA7945AA_AS	4.1
CLO_BA9603AA	CD-18-00421	ERR3465792;ILLUMINA;Paired;150;ERX3487470;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846655	ERS3635188	2020-02-03	2020-01-31	CLO_BA9603AA	Assembled	148	134062	4068740	Clostridioides difficile;92.73%	74	51712	CLO_DA7944AA_AS	4.1
CLO_BA9604AA	CD-18-00456	ERR3465791;ILLUMINA;Paired;109;ERX3487469;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846620	ERS3635153	2020-02-03	2020-01-31	CLO_BA9604AA	Assembled	236	141105	3938702	Clostridioides difficile;98.22%	88	47675	CLO_DA7943AA_AS	4.1
CLO_BA9605AA	CD-18-00436	ERR3465790;ILLUMINA;Paired;150;ERX3487468;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846640	ERS3635173	2020-02-03	2020-01-31	CLO_BA9605AA	Assembled	128	140869	3993185	Clostridioides difficile;97.96%	65	44804	CLO_DA7942AA_AS	4.1
CLO_BA9606AA	CD-18-00460	ERR3465789;ILLUMINA;Paired;150;ERX3487467;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846616	ERS3635149	2020-02-03	2020-01-31	CLO_BA9606AA	Assembled	180	134577	4067979	Clostridioides difficile;95.08%	88	58037	CLO_DA7941AA_AS	4.1
CLO_BA9609AA	CD-18-00337	ERR3465786;ILLUMINA;Paired;150;ERX3487464;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846699	ERS3635231	2020-02-03	2020-01-31	CLO_BA9609AA	Assembled	136	103483	4121924	Clostridioides difficile;95.58%	104	46608	CLO_DA7938AA_AS	4.1
CLO_BA9611AA	CD-18-00465	ERR3465784;ILLUMINA;Paired;150;ERX3487462;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846611	ERS3635144	2020-02-03	2020-01-31	CLO_BA9611AA	Assembled	94	95579	4069020	Clostridioides difficile;97.33%	100	59044	CLO_DA7936AA_AS	4.1
CLO_BA9612AA	CD-18-00309	ERR3465783;ILLUMINA;Paired;110;ERX3487461;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846722	ERS3635254	2020-02-03	2020-01-31	CLO_BA9612AA	Assembled	170	93870	4045537	Clostridioides difficile;98.67%	104	82496	CLO_DA7935AA_AS	4.1
CLO_BA9613AA	CD-18-00464	ERR3465782;ILLUMINA;Paired;150;ERX3487460;SRA	Livestock	Swine	Swine; rectal swab	2012				Europe	Germany							Leibniz Institute DSMZ	78		PRJEB33780	ERP116600	SAMEA5846612	ERS3635145	2020-02-03	2020-01-31	CLO_BA9613AA	Assembled	96	106698	4067040	Clostridioides difficile;95.52%	93	57153	CLO_DA7934AA_AS	4.1
